42.446,49.998,-144.987,1868.985,6.842,7.413,32.386,-0.511,-8.193,NaN,338.158,1.088,1193.091,1.185,405.800,107.877,1205.726,1.185,NaN,5951.000
42.447,49.998,-144.993,1869.491,6.837,7.414,32.387,-0.531,-9.295,NaN,336.368,1.082,1198.209,1.193,403.595,107.316,1210.860,1.193,NaN,5952.000
42.449,49.998,-144.999,1869.924,6.836,7.414,32.386,-0.528,-7.431,NaN,339.815,1.093,1190.779,1.181,407.934,108.082,1203.446,1.181,NaN,5953.000
42.450,49.999,-144.999,1870.030,6.831,7.413,32.387,-0.510,-7.325,NaN,336.845,1.084,1179.181,1.169,404.259,107.290,1191.867,1.169,NaN,5954.000
42.451,49.999,-144.999,1870.045,6.828,7.413,32.387,-0.511,-8.409,NaN,332.069,1.068,1173.437,1.166,398.390,105.858,1186.140,1.166,NaN,5955.000
42.453,49.999,-145.000,1870.103,6.826,7.413,32.387,-0.505,-9.240,NaN,328.449,1.056,1169.127,1.164,393.915,104.742,1181.849,1.164,NaN,5956.000
42.454,49.999,-145.000,1870.110,6.824,7.413,32.388,-0.483,-9.583,NaN,326.874,1.051,1167.014,1.163,391.936,104.224,1179.754,1.163,NaN,5957.000
42.456,49.999,-144.999,1870.161,6.822,7.412,32.388,-0.466,-9.646,NaN,325.726,1.048,1163.476,1.159,390.497,103.879,1176.232,1.159,NaN,5958.000
42.457,49.999,-144.999,1870.175,6.823,7.413,32.388,-0.405,-9.626,NaN,324.892,1.045,1160.282,1.156,389.454,103.624,1173.053,1.156,NaN,5959.000
42.458,49.999,-145.000,1870.189,6.825,7.414,32.388,NaN,-9.826,NaN,323.508,1.041,1157.419,1.154,387.742,103.198,1170.204,1.154,NaN,5960.000
42.460,49.999,-145.000,1870.196,6.824,7.415,32.388,NaN,-9.683,NaN,323.023,1.039,1154.172,1.150,387.140,103.016,1166.969,1.150,NaN,5961.000
42.461,49.999,-145.000,1870.288,6.823,7.415,32.389,-0.193,-9.574,NaN,322.235,1.036,1150.197,1.146,386.174,102.770,1163.005,1.146,NaN,5962.000
42.463,50.000,-145.000,1870.320,6.823,7.414,32.390,-0.201,-9.530,NaN,321.293,1.033,1146.357,1.142,385.022,102.466,1159.173,1.142,NaN,5963.000
42.464,49.999,-145.000,1870.389,6.823,7.414,32.391,-0.218,-9.609,NaN,320.243,1.030,1143.426,1.140,383.732,102.135,1156.249,1.140,NaN,5964.000
42.465,49.999,-145.000,1870.396,6.823,7.414,32.391,-0.251,-9.474,NaN,319.660,1.028,1139.970,1.136,383.010,101.940,1152.799,1.136,NaN,5965.000
42.467,49.999,-145.000,1870.424,6.823,7.414,32.392,-0.261,-9.272,NaN,319.247,1.027,1136.458,1.132,382.496,101.792,1149.289,1.132,NaN,5966.000
42.468,49.999,-145.001,1870.459,6.824,7.414,32.392,-0.230,-9.207,NaN,318.496,1.025,1133.140,1.128,381.570,101.557,1145.972,1.128,NaN,5967.000
42.469,50.000,-145.001,1870.478,6.823,7.414,32.392,-0.286,-9.101,NaN,318.032,1.023,1130.409,1.125,381.002,101.393,1143.242,1.125,NaN,5968.000
42.471,50.000,-145.001,1870.500,6.822,7.414,32.392,-0.286,-8.896,NaN,317.603,1.022,1126.816,1.121,380.484,101.257,1139.648,1.121,NaN,5969.000
42.472,50.000,-145.000,1870.507,6.822,7.413,32.392,-0.285,-8.833,NaN,317.140,1.020,1124.547,1.119,379.911,101.113,1137.378,1.119,NaN,5970.000
42.474,50.000,-145.000,1870.507,6.823,7.414,32.392,-0.280,-8.689,NaN,316.814,1.019,1121.982,1.116,379.509,101.013,1134.809,1.116,NaN,5971.000
42.475,50.000,-145.001,1870.528,6.826,7.416,32.392,-0.220,-8.467,NaN,316.572,1.018,1119.007,1.113,379.217,100.934,1131.830,1.113,NaN,5972.000
42.476,50.000,-145.001,1870.558,6.824,7.416,32.392,-0.251,-8.442,NaN,316.507,1.018,1118.474,1.112,379.140,100.917,1131.291,1.112,NaN,5973.000
42.478,50.000,-145.001,1870.619,6.822,7.415,32.392,-0.270,-8.227,NaN,316.433,1.018,1116.069,1.109,379.046,100.892,1128.879,1.109,NaN,5974.000
42.479,50.000,-145.001,1870.755,6.822,7.416,32.392,-0.292,-8.077,NaN,316.526,1.018,1114.931,1.108,379.163,100.918,1127.732,1.108,NaN,5975.000
42.481,50.000,-145.001,1870.799,6.822,7.415,32.392,-0.280,-7.845,NaN,316.370,1.018,1112.117,1.104,378.966,100.859,1124.908,1.104,NaN,5976.000
42.482,50.000,-145.001,1870.902,6.822,7.414,32.392,-0.229,-7.882,NaN,316.357,1.018,1112.427,1.105,378.941,100.849,1125.207,1.105,NaN,5977.000
42.483,50.000,-145.001,1870.952,6.823,7.412,32.392,-0.170,-7.776,NaN,316.192,1.017,1110.828,1.103,378.735,100.810,1123.598,1.103,NaN,5978.000
42.485,50.000,-145.001,1870.952,6.824,7.411,32.392,-0.121,-7.649,NaN,316.196,1.017,1109.661,1.102,378.726,100.795,1122.418,1.102,NaN,5979.000
42.486,50.000,-145.001,1870.966,6.823,7.409,32.392,-0.109,-7.556,NaN,316.131,1.017,1108.510,1.100,378.641,100.764,1121.256,1.100,NaN,5980.000
42.488,50.000,-145.001,1871.013,6.824,7.406,32.393,-0.097,-7.527,NaN,315.806,1.016,1107.107,1.099,378.223,100.660,1119.843,1.099,NaN,5981.000
42.489,50.000,-145.001,1871.079,6.825,7.405,32.393,-0.079,-7.442,NaN,315.647,1.016,1105.780,1.097,378.017,100.595,1118.506,1.097,NaN,5982.000
42.490,50.000,-145.001,1871.136,6.825,7.403,32.393,-0.089,-7.418,NaN,315.366,1.015,1104.561,1.096,377.654,100.508,1117.277,1.096,NaN,5983.000
42.492,50.000,-145.001,1871.172,6.827,7.403,32.393,-0.182,-7.363,NaN,315.169,1.014,1103.389,1.095,377.417,100.441,1116.097,1.095,NaN,5984.000
42.493,50.000,-145.001,1871.301,6.827,7.403,32.393,-0.266,-7.221,NaN,314.986,1.014,1101.407,1.092,377.215,100.383,1114.108,1.092,NaN,5985.000
42.494,50.000,-145.002,1871.308,6.826,7.404,32.394,-0.315,-7.274,NaN,314.767,1.013,1101.133,1.092,376.974,100.318,1113.828,1.092,NaN,5986.000
42.496,50.000,-145.002,1871.308,6.824,7.403,32.394,-0.342,-7.184,NaN,314.722,1.013,1100.058,1.091,376.926,100.296,1112.747,1.091,NaN,5987.000
42.497,50.000,-145.001,1871.388,6.821,7.399,32.394,-0.381,-7.008,NaN,314.722,1.013,1098.314,1.089,376.907,100.278,1110.997,1.089,NaN,5988.000
42.499,50.000,-145.001,1871.496,6.819,7.395,32.394,-0.424,-6.977,NaN,314.610,1.012,1097.597,1.088,376.765,100.244,1110.276,1.088,NaN,5989.000
42.500,50.000,-145.001,1871.533,6.819,7.396,32.394,-0.442,-6.837,NaN,314.531,1.012,1096.007,1.086,376.686,100.221,1108.682,1.086,NaN,5990.000
42.501,50.000,-145.002,1871.569,6.820,7.396,32.394,-0.454,-6.774,NaN,314.293,1.011,1094.605,1.085,376.397,100.145,1107.278,1.085,NaN,5991.000
42.503,50.000,-145.002,1871.597,6.820,7.396,32.394,-0.500,-6.603,NaN,314.162,1.011,1092.550,1.082,376.245,100.101,1105.223,1.082,NaN,5992.000
42.504,50.000,-145.002,1871.661,6.820,7.397,32.394,-0.546,-6.674,NaN,314.098,1.011,1092.993,1.083,376.177,100.081,1105.666,1.083,NaN,5993.000
42.506,50.000,-145.002,1871.675,6.822,7.401,32.394,-0.534,-6.542,NaN,313.877,1.010,1091.031,1.081,375.913,100.023,1103.706,1.081,NaN,5994.000
42.507,50.000,-145.002,1871.743,6.823,7.404,32.394,-0.498,-6.507,NaN,313.939,1.010,1090.946,1.080,376.007,100.049,1103.624,1.080,NaN,5995.000
42.508,50.000,-145.002,1871.800,6.822,7.406,32.394,-0.449,-6.413,NaN,313.925,1.010,1089.992,1.079,376.006,100.046,1102.675,1.079,NaN,5996.000
42.510,50.000,-145.002,1871.837,6.820,7.405,32.394,-0.446,-6.436,NaN,313.705,1.009,1089.380,1.079,375.741,99.979,1102.068,1.079,NaN,5997.000
42.511,50.000,-145.002,1871.880,6.818,7.404,32.394,-0.467,-6.626,NaN,313.594,1.009,1090.735,1.081,375.598,99.942,1103.430,1.081,NaN,5998.000
42.512,50.000,-145.002,1871.894,6.819,7.406,32.394,-0.481,-6.274,NaN,313.547,1.009,1087.311,1.076,375.548,99.920,1100.012,1.076,NaN,5999.000
42.514,50.000,-145.002,1871.953,6.819,7.407,32.394,-0.462,-6.301,NaN,313.368,1.008,1086.949,1.076,375.332,99.864,1099.656,1.076,NaN,6000.000
42.515,50.000,-145.002,1871.989,6.819,7.407,32.394,-0.430,-6.259,NaN,313.285,1.008,1086.256,1.075,375.236,99.839,1098.970,1.075,NaN,6001.000
42.517,50.000,-145.002,1872.018,6.817,7.406,32.394,-0.433,-6.271,NaN,313.299,1.008,1086.381,1.075,375.258,99.846,1099.102,1.075,NaN,6002.000
42.518,49.999,-145.002,1872.050,6.817,7.406,32.394,-0.458,-6.098,NaN,313.351,1.008,1084.951,1.074,375.330,99.856,1097.678,1.074,NaN,6003.000
42.519,50.000,-145.002,1872.062,6.817,7.402,32.394,-0.379,-6.196,NaN,313.123,1.007,1085.069,1.074,375.059,99.779,1097.802,1.074,NaN,6004.000
42.521,50.000,-145.002,1872.102,6.818,7.397,32.394,NaN,-6.093,NaN,313.576,1.009,1085.693,1.074,375.615,99.906,1098.433,1.074,NaN,6005.000
42.522,49.999,-145.002,1872.144,6.817,7.393,32.394,NaN,-5.901,NaN,313.891,1.010,1084.986,1.073,375.996,99.999,1097.733,1.073,NaN,6006.000
42.524,49.999,-145.001,1872.220,6.816,7.392,32.394,-0.220,-5.799,NaN,313.932,1.010,1084.152,1.072,376.040,100.012,1096.907,1.072,NaN,6007.000
42.525,49.999,-145.001,1872.234,6.815,7.393,32.394,-0.251,-5.700,NaN,313.729,1.009,1082.520,1.070,375.789,99.963,1095.285,1.070,NaN,6008.000
42.526,49.999,-145.002,1872.293,6.815,7.397,32.394,-0.229,-5.681,NaN,313.532,1.009,1081.668,1.069,375.542,99.899,1094.443,1.069,NaN,6009.000
42.528,49.999,-145.001,1872.380,6.815,7.400,32.394,-0.190,-5.814,NaN,313.193,1.008,1081.711,1.070,375.130,99.802,1094.498,1.070,NaN,6010.000
42.529,50.000,-145.001,1872.442,6.815,7.403,32.394,-0.210,-5.936,NaN,312.955,1.007,1082.022,1.070,374.840,99.735,1094.821,1.070,NaN,6011.000
42.531,50.000,-145.001,1872.523,6.816,7.405,32.394,-0.200,-5.910,NaN,312.804,1.006,1081.280,1.070,374.657,99.685,1094.091,1.070,NaN,6012.000
42.532,50.000,-145.001,1872.574,6.814,7.405,32.394,-0.151,-5.839,NaN,312.783,1.006,1080.501,1.069,374.626,99.671,1093.324,1.069,NaN,6013.000
42.533,50.000,-145.001,1872.779,6.815,7.406,32.394,-0.161,-5.498,NaN,312.754,1.006,1077.309,1.065,374.587,99.667,1090.144,1.065,NaN,6014.000
42.535,50.000,-145.001,1872.822,6.816,7.408,32.394,-0.124,-5.529,NaN,312.877,1.007,1078.040,1.065,374.733,99.703,1090.886,1.065,NaN,6015.000
42.536,50.000,-145.001,1872.916,6.817,7.410,32.394,-0.041,-5.532,NaN,312.839,1.006,1077.958,1.065,374.688,99.710,1090.815,1.065,NaN,6016.000
42.537,50.000,-145.001,1872.938,6.818,7.409,32.394,0.022,-5.393,NaN,312.976,1.007,1077.173,1.064,374.861,99.747,1090.041,1.064,NaN,6017.000
42.539,50.000,-145.001,1872.975,6.818,7.406,32.394,-0.002,-5.338,NaN,312.903,1.007,1076.445,1.063,374.784,99.723,1089.324,1.063,NaN,6018.000
42.540,50.000,-145.001,1873.023,6.816,7.401,32.394,-0.097,-5.395,NaN,312.826,1.006,1076.645,1.064,374.687,99.683,1089.535,1.064,NaN,6019.000
42.542,50.000,-145.001,1873.045,6.816,7.402,32.394,-0.084,-5.518,NaN,312.524,1.005,1076.719,1.064,374.317,99.587,1089.620,1.064,NaN,6020.000
42.543,50.000,-145.002,1873.095,6.815,7.405,32.394,-0.086,-5.500,NaN,312.694,1.006,1077.116,1.064,374.532,99.636,1090.028,1.064,NaN,6021.000
42.544,50.000,-145.001,1873.128,6.815,7.407,32.394,-0.068,-5.378,NaN,312.695,1.006,1076.017,1.063,374.534,99.651,1088.940,1.063,NaN,6022.000
42.546,50.000,-145.001,1873.153,6.814,7.409,32.394,-0.058,-5.301,NaN,312.907,1.007,1076.026,1.063,374.790,99.724,1088.959,1.063,NaN,6023.000
42.547,50.000,-145.002,1873.214,6.814,7.410,32.394,-0.082,-5.295,NaN,312.925,1.007,1076.035,1.063,374.815,99.729,1088.976,1.063,NaN,6024.000
42.549,50.000,-145.001,1873.255,6.815,7.411,32.394,-0.122,-5.384,NaN,312.855,1.006,1076.609,1.064,374.726,99.709,1089.558,1.064,NaN,6025.000
42.550,50.000,-145.001,1873.344,6.816,7.413,32.394,-0.135,-5.313,NaN,312.923,1.007,1076.227,1.063,374.808,99.739,1089.182,1.063,NaN,6026.000
42.551,50.000,-145.001,1873.423,6.817,7.415,32.394,-0.123,-5.322,NaN,313.100,1.007,1076.937,1.064,375.026,99.798,1089.895,1.064,NaN,6027.000
42.553,50.000,-145.001,1873.445,6.818,7.417,32.394,-0.140,-4.950,NaN,313.106,1.007,1073.626,1.060,375.040,99.805,1086.587,1.060,NaN,6028.000
42.554,50.001,-145.001,1873.467,6.819,7.419,32.394,-0.166,-5.153,NaN,312.801,1.006,1074.448,1.061,374.664,99.718,1087.408,1.061,NaN,6029.000
42.556,50.000,-145.002,1873.511,6.821,7.421,32.394,-0.193,-5.170,NaN,312.562,1.006,1073.813,1.060,374.370,99.647,1086.769,1.060,NaN,6030.000
42.557,50.000,-145.002,1873.586,6.821,7.422,32.394,-0.167,-5.169,NaN,312.514,1.005,1073.649,1.060,374.319,99.629,1086.599,1.060,NaN,6031.000
42.558,50.000,-145.002,1873.680,6.821,7.423,32.394,-0.169,-5.205,NaN,312.518,1.005,1073.994,1.061,374.321,99.624,1086.936,1.061,NaN,6032.000
42.560,50.001,-145.002,1873.728,6.820,7.422,32.394,-0.196,-5.117,NaN,312.432,1.005,1072.873,1.059,374.230,99.605,1085.804,1.059,NaN,6033.000
42.561,50.001,-145.002,1873.739,6.820,7.422,32.394,-0.197,-5.129,NaN,312.389,1.005,1072.829,1.059,374.183,99.582,1085.748,1.059,NaN,6034.000
42.563,50.001,-145.002,1873.775,6.820,7.421,32.394,-0.225,-5.096,NaN,312.050,1.004,1071.373,1.058,373.776,99.484,1084.277,1.058,NaN,6035.000
42.564,50.001,-145.002,1873.800,6.818,7.420,32.394,-0.256,-4.992,NaN,311.854,1.003,1069.724,1.056,373.534,99.421,1082.612,1.056,NaN,6036.000
42.565,50.000,-145.002,1873.848,6.820,7.419,32.394,-0.275,-5.037,NaN,311.816,1.003,1070.051,1.056,373.492,99.405,1082.921,1.056,NaN,6037.000
42.567,50.000,-145.002,1873.862,6.821,7.417,32.394,-0.280,-5.081,NaN,311.752,1.003,1070.239,1.057,373.426,99.376,1083.090,1.057,NaN,6038.000
42.568,50.001,-145.002,1873.931,6.821,7.412,32.394,-0.294,-5.023,NaN,311.618,1.003,1069.264,1.056,373.265,99.319,1082.095,1.056,NaN,6039.000
42.569,50.000,-145.002,1873.961,6.822,7.410,32.394,-0.322,-5.026,NaN,311.586,1.003,1069.215,1.056,373.227,99.303,1082.025,1.056,NaN,6040.000
42.571,50.001,-145.002,1873.984,6.823,7.408,32.394,-0.286,-4.942,NaN,311.697,1.003,1068.850,1.055,373.370,99.334,1081.640,1.055,NaN,6041.000
42.572,50.001,-145.002,1874.018,6.821,7.404,32.394,-0.282,-4.890,NaN,311.826,1.003,1068.774,1.055,373.512,99.365,1081.544,1.055,NaN,6042.000
42.574,50.001,-145.002,1874.076,6.820,7.401,32.394,-0.261,-4.882,NaN,311.787,1.003,1068.548,1.055,373.419,99.341,1081.299,1.055,NaN,6043.000
42.575,50.001,-145.002,1874.150,6.821,7.399,32.394,-0.249,-4.732,NaN,311.682,1.003,1066.869,1.053,373.316,99.307,1079.602,1.053,NaN,6044.000
42.576,50.001,-145.002,1874.200,6.822,7.398,32.394,-0.259,-4.857,NaN,311.767,1.003,1068.312,1.054,373.443,99.327,1081.029,1.054,NaN,6045.000
42.578,50.001,-145.003,1874.270,6.821,7.397,32.394,-0.254,-4.745,NaN,311.659,1.003,1066.914,1.053,373.322,99.293,1079.616,1.053,NaN,6046.000
42.579,50.001,-145.002,1874.298,6.820,7.394,32.394,-0.284,-4.941,NaN,311.574,1.002,1068.358,1.055,373.215,99.258,1081.047,1.055,NaN,6047.000
42.581,50.001,-145.002,1874.326,6.821,7.394,32.394,-0.305,-4.804,NaN,311.537,1.002,1067.018,1.053,373.177,99.244,1079.698,1.053,NaN,6048.000
42.582,50.001,-145.002,1874.326,6.820,7.393,32.394,-0.292,-4.863,NaN,311.550,1.002,1067.567,1.054,373.203,99.250,1080.238,1.054,NaN,6049.000
42.583,50.001,-145.002,1874.337,6.821,7.393,32.394,NaN,-4.869,NaN,311.516,1.002,1067.521,1.054,373.162,99.241,1080.187,1.054,NaN,6050.000
42.585,50.001,-145.002,1874.392,6.824,7.395,32.394,NaN,-4.852,NaN,311.466,1.002,1067.277,1.053,373.099,99.227,1079.940,1.053,NaN,6051.000
42.586,50.001,-145.002,1874.450,6.824,7.395,32.394,-0.239,-4.930,NaN,311.263,1.002,1067.284,1.053,372.852,99.161,1079.947,1.053,NaN,6052.000
42.588,50.001,-145.003,1874.494,6.826,7.395,32.395,-0.229,-4.903,NaN,311.017,1.001,1066.236,1.052,372.551,99.084,1078.902,1.052,NaN,6053.000
42.589,50.001,-145.003,1874.551,6.824,7.395,32.394,-0.191,-4.895,NaN,311.157,1.001,1066.610,1.053,372.725,99.128,1079.282,1.053,NaN,6054.000
42.590,50.001,-145.004,1874.616,6.824,7.396,32.395,-0.217,-4.934,NaN,311.235,1.001,1067.226,1.053,372.819,99.159,1079.907,1.053,NaN,6055.000
42.592,50.001,-145.004,1874.661,6.824,7.400,32.394,-0.288,-4.969,NaN,311.141,1.001,1067.216,1.053,372.705,99.143,1079.908,1.053,NaN,6056.000
42.593,50.001,-145.004,1874.726,6.823,7.402,32.394,-0.284,-5.113,NaN,311.151,1.001,1068.493,1.055,372.708,99.136,1081.200,1.055,NaN,6057.000
42.594,50.001,-145.004,1874.762,6.822,7.405,32.395,-0.288,-5.289,NaN,311.060,1.001,1069.760,1.057,372.599,99.115,1082.484,1.057,NaN,6058.000
42.596,50.001,-145.004,1874.799,6.822,7.407,32.394,-0.302,-5.289,NaN,310.954,1.000,1069.377,1.056,372.474,99.085,1082.120,1.056,NaN,6059.000
42.597,50.001,-145.004,1874.827,6.821,7.408,32.395,-0.289,-5.329,NaN,310.921,1.000,1069.597,1.057,372.434,99.071,1082.360,1.057,NaN,6060.000
42.599,50.001,-145.004,1874.863,6.822,7.410,32.395,-0.309,-5.501,NaN,310.755,1.000,1070.606,1.058,372.229,99.028,1083.390,1.058,NaN,6061.000
42.600,50.001,-145.005,1874.877,6.822,7.411,32.395,-0.324,-5.507,NaN,310.718,1.000,1070.531,1.058,372.180,99.022,1083.336,1.058,NaN,6062.000
42.601,50.002,-145.004,1874.943,6.820,7.413,32.395,-0.309,-5.442,NaN,310.996,1.001,1070.862,1.058,372.526,99.114,1083.689,1.058,NaN,6063.000
42.603,50.002,-145.004,1874.994,6.820,7.414,32.395,-0.325,-5.629,NaN,310.981,1.000,1072.493,1.060,372.508,99.113,1085.342,1.060,NaN,6064.000
42.604,50.002,-145.004,1875.027,6.820,7.415,32.395,-0.262,-5.664,NaN,310.740,1.000,1071.969,1.060,372.216,99.041,1084.839,1.060,NaN,6065.000
42.606,50.002,-145.005,1875.063,6.820,7.416,32.395,-0.206,-5.427,NaN,310.632,0.999,1069.460,1.057,372.085,99.016,1082.351,1.057,NaN,6066.000
42.607,50.002,-145.005,1875.088,6.820,7.416,32.395,-0.188,-5.286,NaN,310.539,0.999,1067.867,1.055,371.970,98.980,1080.778,1.055,NaN,6067.000
42.608,50.001,-145.005,1875.151,6.822,7.417,32.395,-0.222,-5.190,NaN,310.581,0.999,1067.210,1.054,372.020,98.989,1080.141,1.054,NaN,6068.000
42.610,50.001,-145.005,1875.209,6.823,7.417,32.395,-0.277,-5.425,NaN,310.539,0.999,1069.207,1.056,371.959,98.979,1082.157,1.056,NaN,6069.000
42.611,50.001,-145.006,1875.260,6.823,7.417,32.395,-0.255,-5.257,NaN,310.675,1.000,1068.145,1.055,372.127,99.021,1081.113,1.055,NaN,6070.000
42.613,50.001,-145.006,1875.283,6.821,7.417,32.395,-0.183,-5.188,NaN,310.680,1.000,1067.511,1.054,372.137,99.027,1080.496,1.054,NaN,6071.000
42.614,50.001,-145.005,1875.314,6.820,7.418,32.395,-0.170,-5.141,NaN,310.821,1.000,1067.541,1.054,372.306,99.065,1080.543,1.054,NaN,6072.000
42.615,50.001,-145.005,1875.348,6.819,7.419,32.395,-0.166,-5.163,NaN,310.883,1.000,1067.927,1.055,372.378,99.091,1080.944,1.055,NaN,6073.000
42.617,50.001,-145.005,1875.392,6.817,7.418,32.395,-0.201,-4.866,NaN,310.858,1.000,1065.131,1.051,372.351,99.083,1078.163,1.051,NaN,6074.000
42.618,50.001,-145.005,1875.460,6.818,7.420,32.395,-0.220,-4.908,NaN,310.758,1.000,1065.193,1.051,372.228,99.052,1078.238,1.051,NaN,6075.000
42.619,50.001,-145.006,1875.525,6.819,7.420,32.395,-0.242,-5.113,NaN,310.513,0.999,1066.209,1.053,371.923,98.984,1079.266,1.053,NaN,6076.000
42.621,50.001,-145.006,1875.572,6.819,7.421,32.395,-0.211,-4.994,NaN,310.569,0.999,1065.345,1.052,371.990,99.001,1078.413,1.052,NaN,6077.000
42.622,50.001,-145.006,1875.604,6.820,7.422,32.395,-0.230,-4.933,NaN,310.592,0.999,1064.891,1.051,372.019,99.008,1077.969,1.051,NaN,6078.000
42.624,50.001,-145.006,1875.662,6.820,7.422,32.395,-0.249,-4.806,NaN,310.557,0.999,1063.633,1.050,371.972,98.990,1076.719,1.050,NaN,6079.000
42.625,50.001,-145.006,1875.677,6.819,7.421,32.395,-0.210,-4.897,NaN,310.462,0.999,1064.101,1.050,371.853,98.960,1077.194,1.050,NaN,6080.000
42.626,50.001,-145.006,1875.677,6.818,7.420,32.395,-0.217,-4.698,NaN,310.436,0.999,1062.209,1.048,371.824,98.941,1075.310,1.048,NaN,6081.000
42.628,50.001,-145.005,1875.699,6.817,7.418,32.395,-0.199,-4.901,NaN,310.318,0.998,1063.586,1.050,371.678,98.907,1076.693,1.050,NaN,6082.000
42.629,50.001,-145.005,1875.699,6.816,7.417,32.395,-0.122,-4.769,NaN,310.444,0.999,1062.829,1.049,371.819,98.930,1075.943,1.049,NaN,6083.000
42.631,50.001,-145.005,1875.798,6.815,7.417,32.395,-0.128,-4.747,NaN,310.306,0.998,1062.139,1.048,371.649,98.893,1075.259,1.048,NaN,6084.000
42.632,50.001,-145.005,1875.843,6.815,7.416,32.395,-0.165,-4.836,NaN,310.243,0.998,1062.707,1.049,371.569,98.870,1075.832,1.049,NaN,6085.000
42.633,50.001,-145.005,1875.921,6.816,7.417,32.395,-0.207,-4.819,NaN,310.163,0.998,1062.305,1.048,371.467,98.851,1075.436,1.048,NaN,6086.000
42.635,50.001,-145.005,1875.961,6.817,7.418,32.395,-0.258,-4.929,NaN,310.074,0.997,1063.012,1.049,371.359,98.828,1076.148,1.049,NaN,6087.000
42.636,50.001,-145.006,1875.969,6.819,7.419,32.395,-0.233,-4.557,NaN,310.238,0.998,1060.300,1.046,371.558,98.880,1073.441,1.046,NaN,6088.000
42.637,50.001,-145.005,1876.010,6.818,7.420,32.395,-0.172,-4.529,NaN,310.271,0.998,1060.156,1.045,371.604,98.893,1073.302,1.045,NaN,6089.000
42.639,50.001,-145.005,1876.044,6.817,7.419,32.395,-0.202,-4.497,NaN,310.180,0.998,1059.545,1.045,371.498,98.870,1072.696,1.045,NaN,6090.000
42.640,50.001,-145.005,1876.099,6.817,7.420,32.395,-0.231,-4.362,NaN,310.122,0.998,1058.142,1.043,371.428,98.851,1071.297,1.043,NaN,6091.000
42.642,50.001,-145.006,1876.150,6.817,7.422,32.395,-0.239,-4.335,NaN,310.120,0.998,1057.900,1.043,371.425,98.855,1071.057,1.043,NaN,6092.000
42.643,50.001,-145.006,1876.171,6.816,7.422,32.395,-0.251,-4.156,NaN,310.146,0.998,1056.406,1.041,371.465,98.865,1069.564,1.041,NaN,6093.000
42.644,50.001,-145.006,1876.208,6.816,7.422,32.395,-0.267,-4.191,NaN,310.195,0.998,1056.868,1.041,371.526,98.875,1070.027,1.041,NaN,6094.000
42.646,50.001,-145.006,1876.251,6.816,7.422,32.395,NaN,-4.185,NaN,310.279,0.998,1057.087,1.042,371.633,98.903,1070.245,1.042,NaN,6095.000
42.647,50.001,-145.006,1876.273,6.816,7.422,32.395,NaN,-4.263,NaN,310.239,0.998,1057.653,1.042,371.587,98.891,1070.808,1.042,NaN,6096.000
42.649,50.001,-145.007,1876.350,6.818,7.422,32.395,NaN,-4.125,NaN,310.074,0.997,1055.920,1.040,371.384,98.841,1069.071,1.040,NaN,6097.000
42.650,50.001,-145.006,1876.414,6.818,7.422,32.395,-0.023,-4.164,NaN,309.975,0.997,1055.920,1.041,371.259,98.806,1069.067,1.041,NaN,6098.000
42.651,50.001,-145.006,1876.493,6.816,7.422,32.395,-0.044,-4.033,NaN,309.848,0.997,1054.297,1.039,371.100,98.765,1067.437,1.039,NaN,6099.000
42.653,50.001,-145.006,1876.554,6.814,7.421,32.395,-0.097,-4.026,NaN,309.656,0.996,1053.535,1.038,370.861,98.704,1066.667,1.038,NaN,6100.000
42.654,50.001,-145.006,1876.598,6.815,7.420,32.395,-0.127,-4.077,NaN,309.589,0.996,1053.760,1.038,370.775,98.677,1066.882,1.038,NaN,6101.000
42.656,50.001,-145.007,1876.685,6.815,7.421,32.395,-0.108,-4.106,NaN,309.769,0.996,1054.635,1.039,370.983,98.734,1067.744,1.039,NaN,6102.000
42.657,50.001,-145.007,1876.750,6.816,7.422,32.395,-0.085,-3.935,NaN,309.817,0.997,1053.317,1.037,371.035,98.754,1066.410,1.037,NaN,6103.000
42.658,50.001,-145.007,1876.820,6.816,7.422,32.395,-0.102,-3.983,NaN,309.826,0.997,1053.762,1.038,371.056,98.764,1066.838,1.038,NaN,6104.000
42.660,50.001,-145.007,1876.877,6.815,7.421,32.395,-0.124,-3.773,NaN,309.780,0.996,1051.763,1.036,371.003,98.743,1064.817,1.036,NaN,6105.000
