266.610,49.351,-135.103,2854.282,15.462,15.725,32.268,0.332,-0.091,0.239,258.387,1.003,1023.830,1.004,304.523,98.163,1028.715,1.004,9080.000
266.611,49.350,-135.094,2854.947,15.470,15.729,32.267,0.335,-0.081,0.249,258.366,1.003,1023.811,1.004,304.507,98.166,1028.692,1.004,9081.000
266.613,49.349,-135.086,2855.600,15.470,15.731,32.264,0.377,-0.082,0.248,258.366,1.003,1023.798,1.004,304.531,98.170,1028.677,1.004,9082.000
266.614,49.349,-135.077,2856.262,15.465,15.728,32.261,0.404,-0.095,0.235,258.382,1.003,1023.863,1.004,304.586,98.173,1028.741,1.004,9083.000
266.615,49.348,-135.068,2856.938,15.458,15.723,32.259,0.431,-0.094,0.237,258.411,1.003,1023.816,1.004,304.653,98.175,1028.694,1.004,9084.000
266.617,49.347,-135.059,2857.591,15.450,15.716,32.257,0.426,-0.113,0.218,258.444,1.003,1023.906,1.004,304.673,98.173,1028.785,1.004,9085.000
266.618,49.346,-135.051,2858.257,15.446,15.712,32.257,0.431,-0.126,0.205,258.462,1.003,1024.013,1.004,304.645,98.170,1028.894,1.004,9086.000
266.619,49.345,-135.042,2858.917,15.447,15.711,32.257,0.443,-0.129,0.203,258.484,1.003,1024.143,1.004,304.665,98.176,1029.026,1.004,9087.000
266.621,49.344,-135.033,2859.587,15.449,15.712,32.259,0.455,-0.091,0.241,258.545,1.003,1024.127,1.004,304.757,98.203,1029.014,1.004,9088.000
266.622,49.344,-135.025,2860.244,15.453,15.715,32.261,0.482,-0.057,0.275,258.590,1.003,1024.131,1.004,304.849,98.228,1029.023,1.004,9089.000
266.624,49.343,-135.016,2860.903,15.457,15.718,32.263,0.511,-0.049,0.284,258.589,1.003,1024.140,1.004,304.906,98.237,1029.039,1.004,9090.000
266.625,49.342,-135.007,2861.572,15.457,15.718,32.264,0.541,-0.048,0.235,258.600,1.003,1024.187,1.004,304.923,98.246,1029.095,1.004,9091.000
266.626,49.341,-134.998,2862.254,15.452,15.714,32.264,0.566,-0.071,0.207,258.618,1.003,1024.331,1.004,304.952,98.246,1029.249,1.004,9092.000
266.628,49.340,-134.990,2862.912,15.445,15.709,32.265,0.568,-0.104,0.174,258.642,1.003,1024.578,1.004,304.958,98.249,1029.508,1.004,9093.000
266.629,49.340,-134.981,2863.563,15.441,15.704,32.268,0.573,-0.092,0.187,258.691,1.003,1024.593,1.004,305.032,98.263,1029.537,1.004,9094.000
266.631,49.339,-134.972,2864.240,15.430,15.696,32.273,0.590,-0.094,0.186,258.802,1.004,1024.865,1.005,305.260,98.304,1029.822,1.005,9095.000
266.632,49.338,-134.963,2864.909,15.416,15.689,32.278,0.617,-0.054,0.227,258.902,1.004,1024.683,1.004,305.429,98.335,1029.654,1.004,9096.000
266.633,49.337,-134.955,2865.566,15.406,15.684,32.281,NaN,-0.012,0.270,258.969,1.004,1024.413,1.004,305.525,98.354,1029.398,1.004,9097.000
266.635,49.336,-134.946,2866.224,15.400,15.683,32.284,NaN,0.009,0.291,258.971,1.004,1024.157,1.004,305.514,98.355,1029.155,1.004,9098.000
266.636,49.335,-134.937,2866.907,15.396,15.682,32.285,NaN,0.018,0.301,258.948,1.004,1023.914,1.003,305.459,98.341,1028.925,1.003,9099.000
266.637,49.334,-134.929,2867.560,15.393,15.680,32.286,0.507,0.006,0.289,258.896,1.003,1023.763,1.003,305.393,98.312,1028.784,1.003,9100.000
266.639,49.334,-134.920,2868.221,15.396,15.680,32.287,0.452,-0.051,0.233,258.748,1.003,1023.699,1.003,305.179,98.252,1028.729,1.003,9101.000
266.640,49.333,-134.911,2868.897,15.401,15.682,32.279,0.377,-0.186,0.097,258.449,1.002,1023.670,1.004,304.798,98.131,1028.707,1.004,9102.000
266.642,49.332,-134.902,2869.570,15.401,15.679,32.269,0.297,-0.297,-0.014,258.208,1.001,1023.549,1.004,304.505,98.027,1028.593,1.004,9103.000
266.643,49.331,-134.894,2870.222,15.393,15.670,32.259,0.266,-0.345,-0.062,258.147,1.000,1023.482,1.004,304.465,97.983,1028.530,1.004,9104.000
266.644,49.330,-134.885,2870.889,15.380,15.658,32.251,0.231,-0.274,0.011,258.219,1.000,1022.891,1.003,304.312,97.968,1027.943,1.003,9105.000
266.646,49.329,-134.876,2871.543,15.365,15.644,32.247,0.194,-0.334,-0.049,258.165,1.000,1022.837,1.003,304.094,97.917,1027.891,1.003,9106.000
266.647,49.328,-134.868,2872.201,15.355,15.633,32.245,0.169,-0.345,-0.059,258.185,1.000,1022.775,1.003,304.360,97.907,1027.832,1.003,9107.000
266.649,49.327,-134.859,2872.878,15.339,15.620,32.247,0.129,-0.368,-0.082,258.215,0.999,1022.773,1.003,304.497,97.900,1027.832,1.003,9108.000
266.650,49.326,-134.851,2873.532,15.326,15.607,32.249,0.095,-0.387,-0.100,258.247,0.999,1022.795,1.003,304.537,97.889,1027.855,1.003,9109.000
266.651,49.325,-134.842,2874.200,15.321,15.600,32.253,0.059,-0.379,-0.091,258.255,0.999,1022.684,1.003,304.564,97.880,1027.746,1.003,9110.000
266.653,49.324,-134.833,2874.868,15.318,15.596,32.248,0.012,-0.445,-0.157,258.129,0.999,1022.638,1.003,304.390,97.818,1027.701,1.003,9111.000
266.654,49.323,-134.824,2875.539,15.317,15.594,32.246,-0.036,-0.482,-0.194,258.028,0.998,1022.515,1.003,304.253,97.773,1027.577,1.003,9112.000
266.656,49.322,-134.816,2876.195,15.318,15.595,32.244,-0.059,-0.509,-0.221,257.975,0.998,1022.534,1.003,304.092,97.747,1027.597,1.003,9113.000
266.657,49.321,-134.807,2876.895,15.326,15.600,32.244,-0.026,-0.505,-0.215,257.962,0.998,1022.601,1.003,304.075,97.749,1027.662,1.003,9114.000
266.658,49.321,-134.798,2877.566,15.334,15.606,32.245,0.012,-0.450,-0.159,258.041,0.999,1022.645,1.003,304.224,97.798,1027.704,1.003,9115.000
266.660,49.320,-134.789,2878.240,15.334,15.607,32.248,0.065,-0.393,-0.101,258.176,0.999,1022.727,1.003,304.426,97.857,1027.785,1.003,9116.000
266.661,49.319,-134.780,2878.886,15.330,15.606,32.250,0.102,-0.350,-0.058,258.278,0.999,1022.725,1.003,304.592,97.897,1027.781,1.003,9117.000
266.662,49.318,-134.772,2879.557,15.329,15.604,32.253,0.108,-0.324,-0.032,258.333,1.000,1022.719,1.003,304.685,97.919,1027.773,1.003,9118.000
266.664,49.317,-134.763,2880.222,15.330,15.606,32.259,0.110,-0.307,-0.014,258.355,1.000,1022.741,1.003,304.693,97.931,1027.792,1.003,9119.000
266.665,49.316,-134.754,2880.885,15.343,15.614,32.264,0.063,-0.305,-0.011,258.309,1.000,1022.834,1.003,304.589,97.930,1027.883,1.003,9120.000
266.667,49.315,-134.746,2881.550,15.354,15.622,32.266,0.028,-0.316,-0.022,258.254,1.000,1022.924,1.003,304.557,97.928,1027.972,1.003,9121.000
266.668,49.315,-134.738,2882.142,15.360,15.628,32.266,-0.055,-0.348,-0.052,258.197,1.000,1023.084,1.003,304.477,97.918,1028.131,1.003,9122.000
266.669,49.314,-134.732,2882.616,15.363,15.632,32.267,-0.096,-0.357,-0.061,258.172,1.000,1023.131,1.003,304.466,97.915,1028.179,1.003,9123.000
266.671,49.313,-134.726,2883.063,15.364,15.633,32.268,-0.089,-0.395,-0.099,258.155,1.000,1023.395,1.004,304.437,97.913,1028.444,1.004,9124.000
266.672,49.313,-134.720,2883.518,15.365,15.633,32.271,-0.074,-0.458,-0.162,258.142,1.000,1023.892,1.004,304.438,97.914,1028.943,1.004,9125.000
266.674,49.312,-134.714,2884.003,15.368,15.637,32.274,-0.031,-0.446,-0.150,258.113,1.000,1023.756,1.004,304.430,97.913,1028.808,1.004,9126.000
266.675,49.311,-134.708,2884.477,15.368,15.644,32.276,-0.006,-0.439,-0.142,258.061,0.999,1023.528,1.004,304.391,97.910,1028.582,1.004,9127.000
266.676,49.311,-134.702,2884.946,15.368,15.652,32.278,-0.002,-0.435,-0.137,257.992,0.999,1023.219,1.004,304.323,97.899,1028.275,1.004,9128.000
266.678,49.310,-134.696,2885.378,15.367,15.659,32.280,-0.001,-0.427,-0.129,257.918,0.999,1022.866,1.003,304.191,97.883,1027.923,1.003,9129.000
266.679,49.310,-134.690,2885.807,15.365,15.658,32.282,-0.004,-0.450,-0.151,257.883,0.999,1022.881,1.003,304.098,97.869,1027.938,1.003,9130.000
266.681,49.310,-134.684,2886.252,15.364,15.652,32.284,0.021,-0.434,-0.134,257.900,0.999,1022.810,1.003,304.110,97.859,1027.865,1.003,9131.000
266.682,49.309,-134.679,2886.688,15.366,15.648,32.286,0.065,-0.441,-0.141,257.904,0.999,1022.928,1.003,304.157,97.853,1027.980,1.003,9132.000
266.683,49.309,-134.673,2887.123,15.369,15.648,32.287,0.106,-0.413,-0.111,257.918,0.999,1022.824,1.003,304.141,97.854,1027.873,1.003,9133.000
266.685,49.309,-134.667,2887.579,15.377,15.652,32.287,0.111,-0.371,-0.069,257.900,0.999,1022.584,1.003,304.151,97.857,1027.630,1.003,9134.000
266.686,49.309,-134.661,2888.011,15.377,15.653,32.288,0.067,-0.326,-0.020,257.908,0.999,1022.259,1.002,303.959,97.855,1027.301,1.002,9135.000
266.688,49.308,-134.655,2888.439,15.370,15.649,32.288,0.023,-0.408,-0.102,257.771,0.998,1022.246,1.002,303.683,97.789,1027.284,1.002,9136.000
266.689,49.308,-134.649,2888.893,15.368,15.647,32.288,-0.036,-0.420,-0.114,257.785,0.998,1022.356,1.003,303.831,97.791,1027.391,1.003,9137.000
266.690,49.308,-134.643,2889.332,15.378,15.651,32.287,-0.066,-0.397,-0.089,257.780,0.999,1022.334,1.003,303.897,97.798,1027.366,1.003,9138.000
266.692,49.307,-134.637,2889.770,15.384,15.656,32.285,-0.073,-0.414,-0.106,257.727,0.998,1022.375,1.003,303.856,97.789,1027.405,1.003,9139.000
266.693,49.307,-134.632,2890.219,15.392,15.663,32.277,-0.098,-0.458,-0.150,257.623,0.998,1022.428,1.003,303.731,97.757,1027.457,1.003,9140.000
266.694,49.307,-134.626,2890.643,15.392,15.664,32.266,-0.117,-0.495,-0.186,257.553,0.998,1022.388,1.003,303.624,97.728,1027.418,1.003,9141.000
266.696,49.307,-134.620,2891.086,15.391,15.664,32.261,-0.139,-0.529,-0.219,257.512,0.998,1022.444,1.003,303.546,97.705,1027.475,1.003,9142.000
266.697,49.306,-134.614,2891.519,15.400,15.669,32.257,-0.145,-0.547,-0.237,257.450,0.998,1022.504,1.003,303.439,97.685,1027.537,1.003,9143.000
266.699,49.306,-134.608,2891.964,15.403,15.674,32.252,-0.155,-0.553,-0.242,257.415,0.997,1022.448,1.003,303.382,97.678,1027.482,1.003,9144.000
266.700,49.306,-134.602,2892.390,15.405,15.676,32.247,-0.172,-0.562,-0.250,257.409,0.997,1022.496,1.003,303.346,97.676,1027.532,1.003,9145.000
266.701,49.306,-134.597,2892.826,15.406,15.677,32.243,-0.180,-0.568,-0.256,257.411,0.997,1022.560,1.003,303.349,97.676,1027.600,1.003,9146.000
266.703,49.306,-134.591,2893.262,15.409,15.680,32.241,-0.180,-0.568,-0.255,257.420,0.997,1022.648,1.003,303.365,97.683,1027.690,1.003,9147.000
266.704,49.305,-134.585,2893.690,15.413,15.683,32.238,-0.172,-0.590,-0.278,257.491,0.998,1023.169,1.004,303.451,97.715,1028.214,1.004,9148.000
266.706,49.305,-134.579,2894.131,15.418,15.687,32.235,-0.090,-0.612,-0.299,257.543,0.998,1023.617,1.004,303.513,97.742,1028.666,1.004,9149.000
266.707,49.305,-134.573,2894.570,15.419,15.688,32.233,-0.056,-0.649,-0.336,257.594,0.998,1024.118,1.005,303.608,97.765,1029.172,1.005,9150.000
266.708,49.305,-134.567,2895.004,15.417,15.688,32.230,-0.006,-0.665,-0.351,257.627,0.998,1024.334,1.005,303.660,97.778,1029.396,1.005,9151.000
266.710,49.304,-134.562,2895.427,15.415,15.687,32.228,0.033,-0.640,-0.326,257.689,0.999,1024.326,1.005,303.734,97.800,1029.396,1.005,9152.000
266.711,49.304,-134.556,2895.887,15.413,15.685,32.227,0.041,-0.615,-0.300,257.753,0.999,1024.315,1.005,303.803,97.822,1029.396,1.005,9153.000
266.713,49.304,-134.550,2896.323,15.410,15.683,32.225,0.027,-0.602,-0.286,257.792,0.999,1024.302,1.005,303.845,97.833,1029.395,1.005,9154.000
266.714,49.304,-134.544,2896.755,15.406,15.679,32.224,0.011,-0.589,-0.273,257.838,0.999,1024.289,1.005,303.915,97.849,1029.394,1.005,9155.000
266.715,49.303,-134.538,2897.197,15.401,15.679,32.223,-0.012,-0.589,-0.272,257.862,0.999,1024.275,1.005,303.989,97.858,1029.393,1.005,9156.000
266.717,49.304,-134.532,2897.639,15.396,15.681,32.222,-0.027,-0.595,-0.278,257.874,0.999,1024.258,1.005,304.023,97.869,1029.391,1.005,9157.000
266.718,49.304,-134.526,2898.068,15.390,15.684,32.220,NaN,-0.607,-0.288,257.876,0.999,1024.240,1.005,304.016,97.876,1029.389,1.005,9158.000
266.719,49.305,-134.521,2898.506,15.388,15.686,32.219,NaN,-0.613,-0.294,257.873,0.999,1024.220,1.005,303.987,97.878,1029.387,1.005,9159.000
266.721,49.305,-134.515,2898.954,15.386,15.685,32.217,-0.142,-0.619,-0.299,257.867,0.999,1024.199,1.005,303.966,97.871,1029.384,1.005,9160.000
266.722,49.306,-134.509,2899.392,15.384,15.679,32.215,-0.157,-0.614,-0.294,257.886,0.999,1024.177,1.005,303.962,97.862,1029.381,1.005,9161.000
266.724,49.306,-134.504,2899.805,15.383,15.672,32.213,-0.131,-0.594,-0.273,257.930,0.999,1024.154,1.005,304.012,97.861,1029.378,1.005,9162.000
266.725,49.306,-134.498,2900.246,15.383,15.668,32.211,-0.100,-0.576,-0.246,257.963,0.999,1024.129,1.005,304.040,97.860,1029.375,1.005,9163.000
266.726,49.307,-134.492,2900.685,15.385,15.667,32.210,-0.080,-0.573,-0.242,257.954,0.999,1024.100,1.005,304.003,97.852,1029.370,1.005,9164.000
266.728,49.307,-134.487,2901.095,15.390,15.670,32.208,-0.042,-0.580,-0.248,257.904,0.999,1024.060,1.005,303.738,97.831,1029.358,1.005,9165.000
266.729,49.308,-134.481,2901.531,15.395,15.674,32.207,-0.040,-0.621,-0.289,257.787,0.998,1024.027,1.005,303.430,97.785,1029.356,1.005,9166.000
266.731,49.308,-134.475,2901.977,15.396,15.676,32.207,-0.056,-0.613,-0.280,257.791,0.998,1023.988,1.005,303.633,97.796,1029.350,1.005,9167.000
266.732,49.309,-134.470,2902.411,15.393,15.675,32.206,-0.052,-0.578,-0.245,257.866,0.999,1023.944,1.004,303.835,97.830,1029.343,1.004,9168.000
266.733,49.309,-134.464,2902.833,15.387,15.671,32.206,-0.047,-0.556,-0.225,257.932,0.999,1023.896,1.004,303.968,97.851,1029.335,1.004,9169.000
266.735,49.309,-134.458,2903.280,15.378,15.664,32.207,-0.032,-0.532,-0.200,258.013,0.999,1023.844,1.004,304.079,97.872,1029.327,1.004,9170.000
266.736,49.310,-134.452,2903.738,15.372,15.659,32.208,-0.018,-0.502,-0.169,258.090,0.999,1023.789,1.004,304.167,97.893,1029.317,1.004,9171.000
266.738,49.310,-134.447,2904.176,15.367,15.654,32.210,-0.023,-0.472,-0.139,258.161,0.999,1023.731,1.004,304.286,97.911,1029.307,1.004,9172.000
266.739,49.311,-134.441,2904.619,15.363,15.651,32.212,-0.021,-0.450,-0.115,258.209,0.999,1023.670,1.004,304.370,97.925,1029.296,1.004,9173.000
266.740,49.311,-134.435,2905.047,15.361,15.648,32.213,0.008,-0.424,-0.089,258.251,0.999,1023.605,1.004,304.395,97.938,1029.284,1.004,9174.000
266.742,49.312,-134.429,2905.490,15.360,15.650,32.215,0.040,-0.406,-0.070,258.275,1.000,1023.536,1.004,304.430,97.952,1029.272,1.004,9175.000
266.743,49.312,-134.424,2905.926,15.359,15.658,32.216,0.068,-0.395,-0.059,258.280,1.000,1023.463,1.004,304.442,97.968,1029.258,1.004,9176.000
266.744,49.313,-134.418,2906.367,15.358,15.670,32.217,0.099,-0.407,-0.070,258.242,0.999,1023.388,1.003,304.400,97.976,1029.243,1.003,9177.000
266.746,49.313,-134.412,2906.805,15.358,15.683,32.218,0.090,-0.446,-0.110,258.142,0.999,1023.313,1.003,304.252,97.965,1029.228,1.003,9178.000
266.747,49.313,-134.407,2907.219,15.358,15.694,32.218,0.039,-0.496,-0.159,258.019,0.998,1023.236,1.003,304.082,97.942,1029.211,1.003,9179.000
266.749,49.314,-134.401,2907.675,15.358,15.701,32.218,0.011,-0.537,-0.200,257.915,0.998,1023.160,1.003,304.006,97.916,1029.194,1.003,9180.000
266.750,49.315,-134.395,2908.124,15.358,15.706,32.218,0.001,-0.554,-0.217,257.862,0.998,1023.085,1.003,303.929,97.906,1029.175,1.003,9181.000
266.751,49.315,-134.389,2908.576,15.358,15.708,32.219,-0.019,-0.559,-0.222,257.831,0.998,1023.011,1.003,303.904,97.900,1029.155,1.003,9182.000
266.753,49.315,-134.383,2909.002,15.357,15.709,32.220,-0.023,-0.544,-0.206,257.848,0.998,1022.938,1.003,303.923,97.909,1029.134,1.003,9183.000
266.754,49.316,-134.378,2909.436,15.353,15.709,32.222,-0.033,-0.535,-0.196,257.861,0.998,1022.867,1.003,303.961,97.916,1029.112,1.003,9184.000
266.756,49.316,-134.372,2909.870,15.349,15.708,32.224,-0.071,-0.521,-0.182,257.891,0.998,1022.798,1.003,304.018,97.928,1029.089,1.003,9185.000
266.757,49.317,-134.366,2910.324,15.343,15.705,32.226,-0.087,-0.509,-0.169,257.929,0.998,1022.732,1.003,304.063,97.941,1029.065,1.003,9186.000
266.758,49.317,-134.360,2910.775,15.335,15.700,32.228,-0.101,-0.497,-0.156,257.974,0.998,1022.669,1.003,304.122,97.953,1029.039,1.003,9187.000
266.760,49.318,-134.355,2911.214,15.327,15.694,32.230,-0.089,-0.478,-0.137,258.038,0.998,1022.610,1.003,304.223,97.968,1029.012,1.003,9188.000
266.761,49.318,-134.349,2911.667,15.317,15.687,32.231,-0.077,-0.450,-0.108,258.125,0.998,1022.554,1.003,304.363,97.991,1028.984,1.003,9189.000
266.762,49.319,-134.343,2912.122,15.313,15.680,32.234,-0.058,-0.407,-0.065,258.216,0.998,1022.502,1.003,304.500,98.014,1028.954,1.003,9190.000
266.764,49.319,-134.337,2912.560,15.312,15.673,32.237,-0.032,-0.365,-0.022,258.294,0.999,1022.453,1.002,304.575,98.032,1028.923,1.002,9191.000
266.765,49.319,-134.331,2913.004,15.306,15.670,32.241,-0.013,-0.340,0.004,258.359,0.999,1022.414,1.002,304.628,98.052,1028.898,1.002,9192.000
266.767,49.320,-134.325,2913.444,15.296,15.665,32.245,0.009,-0.313,0.031,258.452,0.999,1022.389,1.002,304.781,98.086,1028.883,1.002,9193.000
266.768,49.320,-134.320,2913.881,15.285,15.659,32.248,0.045,-0.285,0.059,258.551,0.999,1022.357,1.002,304.977,98.116,1028.855,1.002,9194.000
266.769,49.321,-134.314,2914.338,15.279,15.651,32.250,0.091,-0.237,0.107,258.653,1.000,1022.252,1.002,304.923,98.124,1028.749,1.002,9195.000
266.771,49.321,-134.308,2914.778,15.279,15.643,32.250,0.119,-0.211,0.133,258.703,1.000,1022.241,1.002,304.718,98.120,1028.733,1.002,9196.000
266.772,49.322,-134.302,2915.211,15.282,15.640,32.251,0.140,-0.169,0.175,258.769,1.000,1022.226,1.002,305.004,98.150,1028.707,1.002,9197.000
266.774,49.322,-134.296,2915.654,15.287,15.639,32.252,0.147,-0.125,0.220,258.826,1.000,1022.198,1.002,305.177,98.178,1028.665,1.002,9198.000
266.775,49.323,-134.291,2916.093,15.294,15.642,32.252,0.139,-0.101,0.244,258.830,1.001,1022.171,1.002,305.209,98.187,1028.622,1.002,9199.000
266.776,49.323,-134.285,2916.542,15.300,15.647,32.253,0.137,-0.096,0.249,258.801,1.001,1022.143,1.002,305.164,98.186,1028.577,1.002,9200.000
266.778,49.324,-134.279,2916.988,15.304,15.653,32.253,0.138,-0.106,0.239,258.749,1.000,1022.114,1.001,305.130,98.180,1028.530,1.001,9201.000
266.779,49.324,-134.273,2917.417,15.309,15.657,32.253,0.142,-0.111,0.234,258.710,1.000,1022.083,1.001,305.101,98.174,1028.482,1.001,9202.000
266.781,49.324,-134.268,2917.842,15.315,15.661,32.254,0.133,-0.109,0.236,258.675,1.000,1022.051,1.001,305.043,98.168,1028.432,1.001,9203.000
266.782,49.323,-134.262,2918.300,15.322,15.665,32.255,0.125,-0.105,0.240,258.637,1.000,1022.017,1.001,304.979,98.161,1028.380,1.001,9204.000
266.783,49.323,-134.256,2918.751,15.329,15.670,32.256,0.126,-0.093,0.252,258.615,1.000,1021.982,1.001,304.945,98.162,1028.327,1.001,9205.000
266.785,49.322,-134.251,2919.179,15.337,15.676,32.257,0.141,-0.077,0.268,258.596,1.000,1021.947,1.001,304.935,98.165,1028.271,1.001,9206.000
266.786,49.322,-134.245,2919.623,15.344,15.682,32.259,0.137,-0.061,0.292,258.581,1.001,1021.910,1.001,304.952,98.171,1028.214,1.001,9207.000
266.787,49.321,-134.239,2920.082,15.349,15.688,32.258,0.132,-0.071,0.282,258.526,1.000,1021.873,1.001,304.879,98.162,1028.154,1.001,9208.000
266.789,49.320,-134.234,2920.531,15.355,15.694,32.256,0.119,-0.091,0.262,258.447,1.000,1021.833,1.001,304.770,98.141,1028.093,1.001,9209.000
266.790,49.320,-134.228,2920.971,15.363,15.699,32.252,0.114,-0.109,0.244,258.364,1.000,1021.793,1.001,304.649,98.117,1028.030,1.001,9210.000
266.792,49.319,-134.222,2921.418,15.369,15.704,32.250,0.104,-0.151,0.201,258.240,1.000,1021.750,1.001,304.482,98.077,1027.965,1.001,9211.000
266.793,49.319,-134.216,2921.875,15.373,15.710,32.249,0.097,-0.193,0.159,258.124,0.999,1021.705,1.001,304.334,98.041,1027.898,1.001,9212.000
266.794,49.318,-134.210,2922.325,15.378,15.716,32.251,0.077,-0.221,0.131,258.025,0.999,1021.659,1.001,304.223,98.016,1027.829,1.001,9213.000
266.796,49.318,-134.204,2922.782,15.386,15.721,32.255,0.072,-0.226,0.126,257.957,0.999,1021.611,1.001,304.127,98.003,1027.758,1.001,9214.000
266.797,49.317,-134.199,2923.228,15.394,15.727,32.260,0.078,-0.214,0.137,257.919,0.999,1021.560,1.001,304.084,98.001,1027.684,1.001,9215.000
266.799,49.316,-134.193,2923.678,15.403,15.734,32.266,0.088,-0.182,0.170,257.918,0.999,1021.508,1.001,304.091,98.017,1027.609,1.001,9216.000
266.800,49.316,-134.187,2924.113,15.410,15.742,32.273,0.099,-0.151,0.201,257.920,0.999,1021.452,1.001,304.124,98.039,1027.531,1.001,9217.000
266.801,49.315,-134.181,2924.578,15.412,15.750,32.280,NaN,-0.119,0.233,257.946,1.000,1021.395,1.001,304.172,98.070,1027.451,1.001,9218.000
266.803,49.315,-134.176,2925.028,15.413,15.755,32.285,NaN,-0.078,0.274,258.004,1.000,1021.335,1.001,304.273,98.108,1027.368,1.001,9219.000
266.804,49.314,-134.170,2925.493,15.412,15.758,32.289,0.181,-0.036,0.316,258.070,1.000,1021.276,1.000,304.389,98.145,1027.284,1.000,9220.000
266.806,49.314,-134.164,2925.938,15.413,15.760,32.293,0.188,0.003,0.356,258.135,1.000,1021.251,1.000,304.508,98.179,1027.233,1.000,9221.000
266.807,49.313,-134.158,2926.390,15.414,15.761,32.295,0.198,0.033,0.385,258.181,1.001,1021.238,1.000,304.553,98.199,1027.191,1.000,9222.000
266.808,49.313,-134.152,2926.840,15.414,15.762,32.293,0.191,-0.004,0.348,258.114,1.000,1021.260,1.000,304.458,98.173,1027.184,1.000,9223.000
266.810,49.312,-134.147,2927.294,15.417,15.753,32.289,0.168,-0.067,0.285,257.965,1.000,1021.216,1.000,304.266,98.095,1027.108,1.000,9224.000
266.811,49.311,-134.141,2927.756,15.420,15.738,32.287,0.130,-0.054,0.298,257.964,1.000,1021.160,1.000,303.933,98.045,1027.018,1.000,9225.000
