201.258,76.307,-73.186,4413.263,3.503,5.668,31.091,3.095,3.807,3.910,372.366,1.112,1093.425,1.071,433.085,110.452,1125.535,1.071,2.000
201.260,76.306,-73.185,4413.307,3.522,5.684,31.082,3.093,3.870,3.963,372.319,1.112,1093.201,1.070,432.980,110.468,1125.328,1.070,2.000
201.261,76.306,-73.183,4413.342,3.495,5.654,31.108,3.069,3.992,4.027,372.615,1.112,1092.514,1.070,433.447,110.505,1124.662,1.070,2.000
201.262,76.307,-73.182,4413.373,3.446,5.612,31.142,3.037,4.058,4.049,372.981,1.112,1091.947,1.069,434.023,110.532,1124.120,1.069,2.000
201.264,76.307,-73.181,4413.407,3.440,5.609,31.144,3.013,4.015,4.066,373.029,1.112,1092.311,1.069,434.087,110.538,1124.511,1.069,2.000
201.265,76.307,-73.181,4413.456,3.467,5.636,31.127,2.991,3.951,3.967,372.755,1.112,1092.652,1.070,433.686,110.512,1124.882,1.070,2.000
201.267,76.308,-73.180,4413.500,3.501,5.666,31.099,2.975,3.875,3.881,372.439,1.112,1093.100,1.070,433.198,110.475,1125.360,1.070,2.000
201.268,76.308,-73.180,4413.544,3.533,5.696,31.067,2.962,3.796,3.804,372.197,1.112,1093.671,1.071,432.783,110.453,1125.962,1.071,2.000
201.269,76.308,-73.179,4413.589,3.569,5.730,31.019,2.944,3.798,3.793,372.213,1.112,1094.335,1.072,432.623,110.506,1126.658,1.072,2.000
201.271,76.309,-73.179,4413.634,3.609,5.768,30.965,2.901,3.824,3.859,372.483,1.114,1095.615,1.073,432.735,110.643,1127.971,1.073,2.000
201.272,76.311,-73.182,4413.880,3.647,5.804,30.915,2.903,3.854,4.006,372.735,1.115,1096.796,1.074,432.841,110.773,1129.186,1.074,2.000
201.274,76.311,-73.191,4414.116,3.676,5.831,30.871,2.862,3.905,4.122,372.919,1.116,1097.376,1.074,432.897,110.863,1129.803,1.074,2.000
201.275,76.309,-73.199,4414.390,3.683,5.838,30.838,2.680,4.009,4.193,373.124,1.117,1097.021,1.074,433.018,110.915,1129.485,1.074,2.000
201.276,76.308,-73.206,4414.647,3.670,5.830,30.810,2.569,4.085,4.237,373.354,1.117,1096.507,1.073,433.214,110.937,1129.010,1.073,2.000
201.278,76.306,-73.215,4414.936,3.646,5.808,30.769,2.484,4.081,4.105,373.164,1.116,1094.960,1.072,432.873,110.792,1127.503,1.072,2.000
201.279,76.304,-73.230,4415.385,3.619,5.794,30.683,2.466,3.972,4.489,372.244,1.112,1091.690,1.069,431.530,110.408,1124.273,1.069,2.000
201.281,76.305,-73.237,4415.575,3.553,5.740,30.575,2.468,3.713,4.245,371.153,1.106,1087.956,1.066,429.952,109.856,1120.579,1.066,2.000
201.282,76.305,-73.237,4415.616,3.472,5.674,30.473,2.476,3.506,3.777,370.220,1.100,1083.882,1.063,428.587,109.323,1116.543,1.063,2.000
201.283,76.305,-73.236,4415.651,3.400,5.611,30.386,2.492,3.250,3.353,369.387,1.095,1080.892,1.060,427.384,108.842,1113.587,1.060,2.000
201.285,76.305,-73.235,4415.690,3.343,5.558,30.320,2.517,3.021,3.024,368.656,1.091,1078.571,1.059,426.355,108.435,1111.296,1.059,2.000
201.286,76.305,-73.233,4415.725,3.299,5.505,30.274,2.557,2.836,2.696,367.919,1.087,1076.368,1.057,425.382,108.039,1109.118,1.057,2.000
201.287,76.305,-73.232,4415.756,3.271,5.486,30.251,2.623,2.764,2.571,367.702,1.085,1075.388,1.056,425.062,107.905,1108.161,1.056,2.000
201.289,76.305,-73.231,4415.784,3.267,5.478,30.257,2.670,2.710,2.559,367.620,1.085,1075.532,1.056,424.992,107.863,1108.323,1.056,2.000
201.290,76.305,-73.230,4415.815,3.284,5.489,30.376,2.682,2.723,2.675,367.501,1.086,1076.407,1.057,425.209,107.949,1109.212,1.057,2.000
201.292,76.305,-73.229,4415.846,3.304,5.502,30.516,2.680,2.866,2.882,367.646,1.088,1077.227,1.058,425.810,108.139,1110.042,1.058,2.000
201.293,76.305,-73.228,4415.872,3.327,5.520,30.673,2.631,3.017,3.113,367.810,1.090,1078.240,1.058,426.485,108.359,1111.063,1.058,2.000
201.294,76.306,-73.227,4415.925,3.350,5.536,30.781,2.585,3.245,3.351,368.122,1.093,1078.665,1.058,427.186,108.580,1111.496,1.058,2.000
201.296,76.307,-73.225,4416.095,3.354,5.533,30.776,2.599,3.445,3.508,368.399,1.094,1077.862,1.057,427.470,108.649,1110.700,1.057,2.000
201.297,76.308,-73.223,4416.160,3.346,5.524,30.681,2.701,3.406,3.410,368.266,1.092,1076.868,1.056,427.052,108.512,1109.714,1.056,2.000
201.299,76.308,-73.222,4416.190,3.353,5.531,30.599,NaN,3.272,3.300,367.947,1.091,1076.613,1.056,426.399,108.366,1109.466,1.056,2.000
201.300,76.308,-73.222,4416.212,3.365,5.542,30.581,NaN,3.224,3.287,367.911,1.091,1077.103,1.057,426.263,108.367,1109.964,1.057,2.000
201.301,76.308,-73.221,4416.229,3.351,5.530,30.687,NaN,3.351,3.420,368.327,1.093,1077.712,1.057,427.129,108.548,1110.579,1.057,2.000
201.303,76.308,-73.220,4416.260,3.343,5.522,30.747,NaN,3.475,3.532,368.775,1.094,1078.228,1.057,427.865,108.712,1111.101,1.057,2.000
201.304,76.308,-73.219,4416.293,3.349,5.527,30.733,NaN,3.503,3.554,368.939,1.095,1078.562,1.058,428.000,108.763,1111.440,1.058,2.000
201.306,76.308,-73.218,4416.316,3.358,5.534,30.721,2.895,3.514,3.552,368.966,1.095,1078.711,1.058,427.982,108.777,1111.593,1.058,2.000
201.307,76.308,-73.217,4416.340,3.357,5.534,30.722,2.879,3.559,3.604,369.317,1.096,1079.368,1.058,428.409,108.886,1112.254,1.058,2.000
201.308,76.308,-73.216,4416.354,3.363,5.542,30.694,2.863,3.593,3.625,369.497,1.097,1079.564,1.059,428.523,108.938,1112.454,1.059,2.000
201.310,76.308,-73.216,4416.366,3.365,5.545,30.710,2.841,3.604,3.615,369.508,1.097,1079.688,1.059,428.585,108.960,1112.582,1.059,2.000
201.311,76.308,-73.215,4416.383,3.362,5.545,30.730,NaN,3.612,3.592,369.492,1.097,1079.634,1.059,428.629,108.971,1112.533,1.059,2.000
201.313,76.308,-73.215,4416.400,3.363,5.549,30.751,2.843,3.573,3.584,369.512,1.097,1080.227,1.059,428.715,109.005,1113.133,1.059,2.000
201.314,76.308,-73.214,4416.416,3.372,5.561,30.752,2.840,3.596,3.605,369.533,1.097,1080.348,1.059,428.746,109.042,1113.261,1.059,2.000
201.315,76.308,-73.214,4416.434,3.359,5.547,30.807,2.868,3.712,3.724,369.972,1.099,1080.755,1.059,429.440,109.183,1113.678,1.059,2.000
201.317,76.308,-73.213,4416.450,3.350,5.548,30.822,3.039,3.712,3.743,370.121,1.099,1081.083,1.060,429.640,109.240,1114.016,1.060,2.000
201.318,76.307,-73.212,4416.471,3.370,5.567,30.811,3.100,3.660,3.704,369.889,1.099,1081.285,1.060,429.334,109.213,1114.230,1.060,2.000
201.319,76.307,-73.212,4416.491,3.375,5.571,30.836,3.147,3.701,3.722,369.891,1.099,1081.270,1.060,429.416,109.245,1114.227,1.060,2.000
201.321,76.307,-73.211,4416.510,3.316,5.522,30.919,3.184,3.863,3.870,370.803,1.101,1081.627,1.060,430.808,109.461,1114.598,1.060,2.000
201.322,76.307,-73.210,4416.528,3.282,5.492,30.948,3.195,4.005,3.999,371.535,1.102,1081.924,1.060,431.795,109.628,1114.908,1.060,2.000
201.324,76.307,-73.210,4416.544,3.281,5.489,30.978,3.209,4.031,4.031,371.641,1.103,1082.187,1.060,432.015,109.674,1115.181,1.060,2.000
201.325,76.307,-73.209,4416.560,3.284,5.490,31.019,3.197,4.030,4.063,371.650,1.103,1082.628,1.060,432.147,109.712,1115.632,1.060,2.000
201.326,76.307,-73.209,4416.578,3.279,5.487,31.059,3.151,4.075,4.110,371.805,1.104,1082.898,1.061,432.467,109.784,1115.910,1.061,2.000
201.328,76.307,-73.208,4416.596,3.274,5.475,31.094,3.073,4.204,4.231,372.213,1.105,1083.150,1.061,433.075,109.905,1116.167,1.061,2.000
201.329,76.307,-73.207,4416.613,3.281,5.479,31.110,3.013,4.192,4.242,372.160,1.105,1083.402,1.061,433.054,109.910,1116.423,1.061,2.000
201.331,76.307,-73.206,4416.648,3.302,5.497,31.142,2.971,4.110,4.158,371.582,1.104,1083.204,1.061,432.460,109.810,1116.229,1.061,2.000
201.332,76.308,-73.205,4416.699,3.332,5.523,31.160,2.952,4.032,4.063,370.908,1.103,1082.805,1.061,431.700,109.691,1115.832,1.061,2.000
201.333,76.308,-73.205,4416.712,3.353,5.543,31.112,2.945,3.900,3.939,370.421,1.102,1082.683,1.061,430.953,109.557,1115.713,1.061,2.000
201.335,76.308,-73.206,4416.743,3.364,5.555,31.087,2.930,3.773,3.726,370.014,1.101,1082.654,1.061,430.380,109.444,1115.687,1.061,2.000
201.336,76.308,-73.206,4416.754,3.371,5.563,31.053,2.936,3.702,3.642,369.864,1.100,1082.753,1.061,430.074,109.393,1115.787,1.061,2.000
201.338,76.308,-73.205,4416.770,3.377,5.570,31.001,2.976,3.651,3.642,370.147,1.101,1083.795,1.062,430.247,109.452,1116.829,1.062,2.000
201.339,76.308,-73.205,4416.773,3.380,5.575,30.955,3.015,3.772,3.764,370.732,1.103,1084.284,1.062,430.790,109.605,1117.318,1.062,2.000
201.340,76.308,-73.206,4416.790,3.385,5.580,30.905,3.027,3.817,3.848,371.350,1.104,1085.530,1.063,431.356,109.765,1118.565,1.063,2.000
201.342,76.308,-73.206,4416.813,3.388,5.584,30.855,3.049,3.908,3.924,371.911,1.105,1086.158,1.064,431.858,109.902,1119.191,1.064,2.000
201.343,76.308,-73.206,4416.826,3.389,5.585,30.812,3.054,3.971,4.018,372.435,1.107,1086.887,1.064,432.335,110.026,1119.919,1.064,2.000
201.344,76.308,-73.206,4416.839,3.390,5.585,30.778,3.068,4.098,4.115,372.954,1.108,1087.120,1.064,432.840,110.155,1120.149,1.064,2.000
201.346,76.308,-73.206,4416.851,3.388,5.583,30.768,3.111,4.153,4.161,373.230,1.109,1087.367,1.065,433.139,110.226,1120.393,1.065,2.000
201.347,76.308,-73.206,4416.855,3.384,5.580,30.791,3.188,4.116,4.151,373.179,1.109,1087.601,1.065,433.149,110.220,1120.623,1.065,2.000
201.349,76.308,-73.206,4416.858,3.385,5.583,30.799,3.249,4.005,4.145,373.188,1.109,1088.689,1.066,433.186,110.238,1121.706,1.066,2.000
201.350,76.308,-73.205,4416.872,3.396,5.594,30.787,3.301,4.043,4.205,373.581,1.110,1089.765,1.067,433.600,110.375,1122.778,1.067,2.000
201.351,76.308,-73.205,4416.876,3.409,5.606,30.767,3.354,4.121,4.323,374.006,1.112,1090.570,1.068,434.032,110.519,1123.579,1.068,2.000
201.353,76.308,-73.205,4416.891,3.419,5.617,30.749,3.386,4.158,4.339,374.302,1.113,1091.302,1.068,434.314,110.622,1124.307,1.068,2.000
201.354,76.308,-73.204,4416.916,3.417,5.613,30.755,3.422,4.235,4.275,374.532,1.113,1091.327,1.068,434.609,110.684,1124.330,1.068,2.000
201.356,76.307,-73.204,4416.947,3.391,5.593,30.807,3.439,4.339,4.316,374.688,1.113,1090.574,1.067,434.894,110.717,1123.576,1.067,2.000
201.357,76.307,-73.203,4416.971,3.366,5.569,30.849,3.484,4.214,4.239,374.427,1.112,1090.489,1.067,434.823,110.613,1123.490,1.067,2.000
201.358,76.308,-73.201,4417.005,3.348,5.551,30.863,3.521,4.247,4.297,374.643,1.112,1090.476,1.067,435.138,110.644,1123.478,1.067,2.000
201.360,76.308,-73.200,4417.035,3.339,5.538,30.855,3.587,4.297,4.339,374.811,1.113,1090.220,1.067,435.323,110.654,1123.223,1.067,2.000
201.361,76.308,-73.200,4417.056,3.326,5.519,30.861,NaN,4.368,4.417,375.099,1.113,1090.172,1.067,435.698,110.696,1123.177,1.067,2.000
201.363,76.308,-73.199,4417.077,3.313,5.503,30.870,NaN,4.441,4.470,375.448,1.114,1090.309,1.067,436.155,110.766,1123.317,1.067,2.000
201.364,76.308,-73.198,4417.096,3.296,5.484,30.906,NaN,4.547,4.518,375.722,1.115,1090.032,1.066,436.613,110.828,1123.044,1.066,2.000
201.365,76.308,-73.198,4417.120,3.273,5.462,30.957,NaN,4.573,4.531,375.907,1.115,1090.107,1.066,437.014,110.869,1123.125,1.066,2.000
201.367,76.308,-73.198,4417.137,3.282,5.472,30.952,NaN,4.515,4.522,375.858,1.115,1090.649,1.067,436.932,110.876,1123.675,1.067,2.000
201.368,76.308,-73.197,4417.158,3.317,5.509,30.912,3.732,4.473,4.524,375.687,1.115,1091.174,1.067,436.568,110.887,1124.212,1.067,2.000
201.369,76.308,-73.196,4417.183,3.360,5.552,30.866,3.861,4.396,4.542,375.393,1.115,1091.797,1.068,436.037,110.874,1124.850,1.068,2.000
201.371,76.308,-73.195,4417.200,3.399,5.589,30.828,3.984,4.360,4.538,375.074,1.115,1091.920,1.068,435.505,110.844,1124.993,1.068,2.000
201.372,76.308,-73.195,4417.218,3.412,5.600,30.817,4.047,4.359,4.536,374.958,1.115,1091.880,1.068,435.320,110.827,1124.976,1.068,2.000
201.374,76.308,-73.194,4417.239,3.379,5.560,30.842,4.070,4.559,4.677,375.645,1.116,1091.478,1.067,436.256,110.953,1124.600,1.067,2.000
201.375,76.309,-73.193,4417.262,3.299,5.481,30.886,4.047,4.881,4.933,377.119,1.119,1091.253,1.067,438.219,111.224,1124.406,1.067,2.000
201.376,76.309,-73.193,4417.286,3.231,5.418,30.921,4.001,5.079,5.085,378.189,1.120,1091.133,1.066,439.663,111.410,1124.318,1.066,2.000
201.378,76.309,-73.192,4417.309,3.189,5.379,30.943,3.928,5.124,5.118,378.611,1.120,1091.026,1.066,440.257,111.449,1124.247,1.066,2.000
201.379,76.309,-73.191,4417.331,3.169,5.363,30.952,3.917,5.086,5.087,378.646,1.120,1090.967,1.066,440.355,111.429,1124.225,1.066,2.000
201.381,76.309,-73.190,4417.352,3.183,5.378,30.938,3.919,4.974,5.022,378.324,1.119,1091.228,1.066,439.893,111.357,1124.524,1.066,2.000
201.382,76.309,-73.190,4417.370,3.214,5.414,30.915,3.905,4.847,4.900,377.640,1.118,1090.955,1.066,438.977,111.228,1124.288,1.066,2.000
201.383,76.309,-73.189,4417.383,3.208,5.406,30.916,3.851,4.809,4.838,377.563,1.118,1090.880,1.066,438.894,111.186,1124.251,1.066,2.000
201.385,76.309,-73.190,4417.397,3.178,5.383,30.924,3.814,4.825,4.820,377.853,1.118,1090.829,1.066,439.299,111.220,1124.240,1.066,2.000
201.386,76.309,-73.190,4417.416,3.187,5.399,30.899,3.779,4.774,4.826,377.961,1.118,1091.662,1.067,439.313,111.270,1125.117,1.067,2.000
201.387,76.309,-73.190,4417.436,3.229,5.443,30.850,3.758,4.718,4.782,377.677,1.118,1092.082,1.068,438.781,111.262,1125.586,1.068,2.000
201.389,76.309,-73.190,4417.453,3.257,5.473,30.794,3.794,4.661,4.709,377.385,1.117,1092.052,1.068,438.228,111.207,1125.612,1.068,2.000
201.390,76.309,-73.189,4417.474,3.269,5.488,30.746,NaN,4.598,4.661,377.180,1.117,1091.945,1.068,437.802,111.141,1125.565,1.068,2.000
201.392,76.309,-73.188,4417.492,3.273,5.491,30.722,4.027,4.642,4.689,377.238,1.117,1091.663,1.067,437.801,111.149,1125.350,1.067,2.000
201.393,76.309,-73.188,4417.498,3.226,5.444,30.752,4.017,4.836,4.784,377.920,1.118,1090.962,1.066,438.746,111.256,1124.719,1.066,2.000
201.394,76.309,-73.189,4417.547,3.126,5.353,30.853,3.956,5.057,4.993,379.211,1.120,1090.936,1.066,440.695,111.485,1124.767,1.066,2.000
201.396,76.310,-73.183,4417.709,3.031,5.277,30.917,3.848,5.181,5.236,380.415,1.121,1091.270,1.066,442.400,111.698,1125.180,1.066,2.000
201.397,76.310,-73.179,4417.843,3.018,5.267,30.860,3.751,5.222,5.236,380.885,1.122,1091.526,1.066,442.755,111.762,1125.517,1.066,2.000
201.399,76.311,-73.176,4417.949,3.049,5.297,30.786,3.690,5.129,5.149,380.616,1.121,1091.822,1.066,442.178,111.701,1125.897,1.066,2.000
201.400,76.312,-73.174,4418.047,3.111,5.356,30.739,3.635,4.939,4.999,379.764,1.120,1092.273,1.067,440.966,111.564,1126.435,1.067,2.000
201.401,76.312,-73.172,4418.149,3.191,5.431,30.714,3.613,4.734,4.828,378.601,1.119,1092.592,1.068,439.452,111.393,1126.844,1.068,2.000
201.403,76.313,-73.172,4418.231,3.251,5.485,30.699,3.584,4.672,4.717,377.792,1.118,1092.267,1.068,438.404,111.281,1126.615,1.068,2.000
201.404,76.314,-73.172,4418.318,3.289,5.516,30.684,3.567,4.647,4.708,377.305,1.117,1091.935,1.068,437.745,111.205,1126.386,1.068,2.000
201.406,76.315,-73.172,4418.413,3.314,5.537,30.668,3.541,4.598,4.695,376.894,1.117,1091.694,1.068,437.188,111.123,1126.254,1.068,2.000
201.407,76.316,-73.173,4418.508,3.334,5.554,30.653,3.424,4.544,4.664,376.478,1.116,1091.342,1.067,436.633,111.030,1126.018,1.067,2.000
201.408,76.316,-73.173,4418.599,3.354,5.569,30.634,3.213,4.575,4.659,376.166,1.115,1090.517,1.067,436.188,110.959,1125.315,1.067,2.000
201.410,76.317,-73.174,4418.694,3.361,5.573,30.588,3.058,4.598,4.631,375.961,1.115,1089.537,1.066,435.787,110.870,1124.467,1.066,2.000
201.411,76.318,-73.175,4418.784,3.338,5.552,30.508,2.994,4.673,4.906,375.639,1.112,1086.643,1.063,435.171,110.655,1121.712,1.063,2.000
201.412,76.319,-73.176,4418.877,3.178,5.425,30.353,2.957,4.705,4.766,375.252,1.106,1079.568,1.056,434.332,110.086,1114.783,1.056,2.000
201.414,76.320,-73.177,4418.966,2.923,5.212,30.160,2.997,4.451,4.310,374.771,1.096,1071.749,1.049,433.345,109.241,1107.113,1.049,2.000
201.415,76.320,-73.179,4419.064,2.672,4.987,29.986,3.059,4.107,3.958,374.401,1.087,1065.259,1.044,432.551,108.414,1100.769,1.044,2.000
201.417,76.321,-73.180,4419.159,2.478,4.799,29.861,3.121,3.788,3.776,374.051,1.079,1060.554,1.040,431.892,107.727,1096.204,1.040,2.000
201.418,76.322,-73.182,4419.252,2.317,4.604,29.763,3.133,3.673,3.508,373.797,1.074,1055.563,1.035,431.433,107.066,1091.347,1.035,2.000
201.419,76.323,-73.184,4419.341,2.204,4.517,29.704,3.148,3.474,3.434,373.703,1.070,1053.362,1.034,431.192,106.763,1089.278,1.034,2.000
201.421,76.323,-73.186,4419.441,2.127,4.429,29.664,3.169,3.396,3.508,373.655,1.067,1051.415,1.032,431.087,106.486,1087.460,1.032,2.000
201.422,76.324,-73.189,4419.543,2.033,4.331,29.616,3.186,3.569,3.642,373.975,1.065,1047.944,1.029,431.356,106.283,1084.119,1.029,2.000
201.424,76.325,-73.192,4419.644,1.914,4.212,29.562,NaN,3.756,3.723,374.381,1.063,1043.837,1.024,431.748,106.049,1080.141,1.024,2.000
201.425,76.325,-73.195,4419.736,1.774,4.079,29.513,NaN,3.772,3.784,374.715,1.060,1040.445,1.021,432.091,105.761,1076.878,1.021,2.000
201.426,76.326,-73.197,4419.819,1.656,3.959,29.476,NaN,3.844,3.844,374.967,1.057,1037.013,1.018,432.359,105.495,1073.575,1.018,2.000
201.428,76.326,-73.200,4419.914,1.513,3.825,29.421,NaN,3.873,3.886,375.237,1.053,1033.219,1.014,432.606,105.182,1069.912,1.014,2.000
201.429,76.327,-73.202,4419.996,1.358,3.679,29.354,NaN,3.911,3.810,375.429,1.049,1028.687,1.010,432.736,104.809,1065.508,1.010,2.000
201.431,76.327,-73.205,4420.074,1.212,3.541,29.292,4.097,3.795,3.741,375.630,1.045,1025.724,1.007,432.880,104.461,1062.672,1.007,2.000
201.432,76.327,-73.208,4420.144,1.157,3.482,29.281,4.288,3.579,2.402,375.538,1.044,1025.610,1.007,432.792,104.270,1062.673,1.007,2.000
201.433,76.327,-73.208,4420.153,1.210,3.529,29.330,4.510,3.305,2.349,375.267,1.045,1028.898,1.011,432.614,104.355,1066.069,1.011,2.000
201.435,76.327,-73.206,4420.196,1.345,3.663,29.495,4.654,3.164,2.142,375.330,1.050,1035.188,1.017,433.086,104.849,1072.462,1.017,2.000
201.436,76.327,-73.206,4420.202,1.545,3.857,29.781,4.724,3.408,2.971,376.000,1.059,1042.746,1.024,434.686,105.785,1080.117,1.024,2.000
201.438,76.327,-73.206,4420.211,1.730,4.071,30.072,4.841,4.085,4.056,377.968,1.072,1050.084,1.030,437.819,107.157,1087.546,1.030,2.000
201.439,76.327,-73.206,4420.214,1.844,4.151,30.250,4.764,4.793,4.868,379.315,1.080,1052.590,1.031,439.941,107.904,1090.133,1.031,2.000
201.440,76.327,-73.206,4420.235,1.906,4.209,30.345,4.655,5.358,5.614,381.078,1.088,1055.406,1.032,442.286,108.642,1093.024,1.032,2.000
201.442,76.327,-73.204,4420.298,1.955,4.252,30.402,4.489,5.877,6.237,382.410,1.093,1056.762,1.032,443.997,109.182,1094.448,1.032,2.000
201.443,76.327,-73.208,4420.413,1.923,4.215,30.334,4.191,6.439,6.509,383.292,1.094,1053.278,1.028,444.799,109.275,1091.030,1.028,2.000
201.444,76.326,-73.212,4420.590,1.812,4.106,30.195,3.950,6.371,6.341,383.284,1.090,1049.670,1.025,444.430,108.866,1087.485,1.025,2.000
201.446,76.325,-73.218,4420.778,1.678,3.979,30.032,3.776,6.521,6.038,383.061,1.084,1042.907,1.018,443.730,108.331,1080.786,1.018,2.000
201.447,76.323,-73.233,4421.255,1.425,3.759,29.785,3.637,6.290,5.596,382.411,1.074,1034.090,1.010,442.354,107.379,1072.034,1.010,2.000
201.449,76.320,-73.249,4421.783,1.125,3.497,29.535,3.517,5.785,4.968,381.339,1.061,1024.980,1.003,440.521,106.204,1062.982,1.003,2.000
201.450,76.320,-73.272,4422.395,0.858,3.254,29.300,3.441,5.103,4.512,380.184,1.048,1018.105,0.998,438.614,105.069,1056.157,0.998,2.000
201.451,76.317,-73.288,4422.928,0.697,3.088,29.096,3.384,4.387,4.294,379.030,1.040,1014.681,0.996,436.717,104.153,1052.768,0.996,2.000
201.453,76.313,-73.304,4423.486,0.610,2.992,28.939,3.333,3.942,3.662,378.086,1.033,1012.082,0.994,435.149,103.508,1050.192,0.994,2.000
201.454,76.311,-73.324,4424.061,0.487,2.874,28.813,3.248,3.809,3.081,377.600,1.028,1007.473,0.990,434.241,102.962,1045.594,0.990,2.000
201.456,76.310,-73.344,4424.625,0.386,2.770,28.731,NaN,3.558,2.583,377.074,1.023,1004.638,0.988,433.421,102.478,1042.755,0.988,2.000
201.457,76.309,-73.365,4425.182,0.380,2.755,28.688,2.997,3.177,2.271,376.155,1.020,1004.660,0.989,432.177,102.139,1042.760,0.989,2.000
201.458,76.306,-73.387,4425.826,0.543,2.913,28.743,2.908,2.365,2.245,374.353,1.020,1011.105,0.997,430.148,102.083,1049.174,0.997,2.000
201.460,76.301,-73.407,4426.587,0.949,3.207,28.919,2.883,2.298,2.625,372.020,1.026,1017.515,1.003,427.808,102.312,1055.541,1.003,2.000
201.461,76.297,-73.426,4427.323,1.256,3.603,29.102,2.886,2.640,2.690,369.588,1.029,1017.514,1.002,425.231,102.759,1055.497,1.002,2.000
201.463,76.294,-73.447,4427.962,1.309,3.676,29.189,2.925,2.695,2.370,368.353,1.027,1015.612,1.000,423.974,102.661,1053.545,1.000,2.000
201.464,76.294,-73.473,4428.639,1.422,3.763,29.266,2.990,2.472,2.311,367.533,1.028,1018.729,1.004,423.183,102.708,1056.600,1.004,2.000
201.465,76.294,-73.498,4429.310,1.549,3.882,29.319,3.092,2.560,2.467,367.400,1.032,1021.471,1.006,423.083,103.011,1059.272,1.006,2.000
201.467,76.295,-73.522,4429.939,1.628,3.954,29.357,3.191,2.895,2.803,367.978,1.036,1022.828,1.007,423.810,103.385,1060.551,1.007,2.000
201.468,76.295,-73.545,4430.567,1.646,3.966,29.376,3.267,3.223,3.134,369.210,1.040,1024.350,1.007,425.290,103.784,1061.988,1.007,2.000
201.469,76.295,-73.568,4431.159,1.640,3.955,29.398,3.401,3.562,3.449,370.583,1.044,1025.523,1.008,426.985,104.167,1063.070,1.008,2.000
201.471,76.296,-73.584,4431.603,1.598,3.911,29.412,3.453,3.901,3.709,372.060,1.047,1025.994,1.008,428.799,104.486,1063.443,1.008,2.000
201.472,76.297,-73.600,4432.049,1.554,3.867,29.433,3.511,3.990,3.888,373.238,1.049,1027.618,1.009,430.280,104.725,1064.962,1.009,2.000
201.474,76.295,-73.611,4432.395,1.568,3.877,29.492,3.553,3.922,3.847,373.997,1.052,1031.176,1.012,431.347,105.016,1068.409,1.012,2.000
201.475,76.296,-73.621,4432.651,1.598,3.908,29.556,3.593,4.099,3.943,374.845,1.056,1033.480,1.014,432.523,105.388,1070.595,1.014,2.000
201.476,76.296,-73.629,4432.869,1.634,3.943,29.618,3.628,4.226,4.042,375.475,1.059,1035.724,1.016,433.430,105.709,1072.717,1.016,2.000
201.478,76.297,-73.630,4432.993,1.673,3.983,29.672,3.664,4.301,4.157,375.833,1.061,1037.649,1.018,433.989,105.956,1074.517,1.018,2.000
201.479,76.298,-73.628,4433.044,1.715,4.022,29.718,3.781,4.391,4.296,375.972,1.063,1038.845,1.019,434.269,106.134,1075.587,1.019,2.000
201.481,76.298,-73.627,4433.077,1.750,4.052,29.749,3.906,4.388,4.188,376.090,1.065,1040.423,1.020,434.478,106.270,1077.042,1.020,2.000
201.482,76.298,-73.626,4433.116,1.786,4.085,29.779,4.013,4.316,4.078,376.354,1.067,1043.027,1.023,434.857,106.454,1079.526,1.023,2.000
